City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Yar-Sale,RU,66.8333,70.8333,47.57,98,97,9.46,overcast clouds
454,Shaunavon,CA,49.6501,-108.4181,87.58,33,64,14.38,broken clouds
455,Peleduy,RU,59.6289,112.7406,65.16,44,4,7.9,clear sky
456,Oktyabrskiy,RU,54.4815,53.471,67.48,59,100,10.09,overcast clouds
457,Takoradi,GH,4.8845,-1.7554,75.87,87,40,8.37,scattered clouds
458,Khudumelapye,BW,-23.8833,24.75,50.36,35,0,6.2,clear sky
459,Zandvoort,NL,52.3749,4.5341,62.94,75,0,10.36,clear sky
460,Ust-Ilimsk,RU,58.0006,102.6619,61.99,88,89,3.09,overcast clouds
461,Qinggang,CN,46.6833,126.0833,73.89,73,100,3.36,overcast clouds
462,Venado Tuerto,AR,-33.7456,-61.9688,44.76,46,0,7.07,clear sky
463,Saint-Paul,RE,-21.0096,55.2707,68.11,78,69,2.93,broken clouds
464,Hearst,CA,49.6835,-83.6665,57.45,48,100,9.84,overcast clouds
465,Saint-Denis,FR,48.9167,2.3333,64.18,71,0,2.3,clear sky
466,Gwadar,PK,25.1216,62.3254,81.88,87,100,6.17,overcast clouds
467,Lewiston,US,44.1003,-70.2148,67.46,97,90,3.44,light rain
468,Santa Ines,BR,-3.6667,-45.38,79.14,73,73,5.28,broken clouds
469,Faanui,PF,-16.4833,-151.75,78.57,75,69,11.52,light rain
470,Sistranda,NO,63.7256,8.834,57.16,85,64,15.05,broken clouds
471,Jurm,AF,36.8648,70.8342,65.52,43,16,1.45,few clouds
472,Krasnokholmskiy,RU,55.9873,55.0466,61.12,87,100,6.02,moderate rain
473,Kang,BW,-23.6752,22.7876,49.87,34,0,6.58,clear sky
474,Correntina,BR,-13.3433,-44.6367,74.01,33,0,3.71,clear sky
475,Saint-Felicien,CA,48.6501,-72.4491,65.08,82,90,5.75,overcast clouds
476,Zabol,AF,32.25,67.25,72.25,17,7,12.37,clear sky
477,Kapoeta,SS,4.7717,33.5903,74.08,60,81,4.99,broken clouds
478,Gornyak,RU,50.9942,81.4661,55.4,62,52,4.99,broken clouds
479,Savannah Bight,HN,16.45,-85.85,86.05,77,89,18.23,overcast clouds
480,Pangnirtung,CA,66.1451,-65.7125,48.2,87,1,11.5,clear sky
481,Waw,SS,7.7029,27.9953,71.11,95,100,3.91,overcast clouds
482,Bonthe,SL,7.5264,-12.505,76.82,79,79,5.53,broken clouds
483,Ballina,AU,-28.8667,153.5667,54.79,62,0,6.91,clear sky
484,Acajutla,SV,13.5928,-89.8275,98.94,72,86,3.62,overcast clouds
485,Vitim,RU,59.4511,112.5578,64.45,45,4,7.38,clear sky
486,Brownsville,US,25.9018,-97.4975,89.6,66,75,7.0,broken clouds
487,Tarnos,FR,43.5417,-1.4628,68.61,83,90,5.75,overcast clouds
488,Bonito,BR,-21.1211,-56.4819,49.64,24,33,4.12,scattered clouds
489,Kavaratti,IN,10.5669,72.642,82.33,76,100,15.97,overcast clouds
490,Marathon,US,44.9,-89.7668,81.25,50,20,11.5,haze
491,Nsanje,MW,-16.92,35.262,61.83,70,61,2.35,broken clouds
492,Paraguacu,BR,-21.5472,-45.7375,48.06,34,20,3.15,few clouds
493,Vestmannaeyjar,IS,63.4427,-20.2734,56.16,88,92,6.53,overcast clouds
494,Tonekabon,IR,36.8163,50.8738,71.55,82,98,4.85,overcast clouds
495,Zhangye,CN,38.9342,100.4517,74.03,24,0,5.66,clear sky
496,Nara,JP,34.6851,135.8049,85.96,94,44,1.63,scattered clouds
497,Abu Dhabi,AE,24.4667,54.3667,93.31,84,90,5.75,overcast clouds
498,Bengkulu,ID,-3.8004,102.2655,74.39,91,35,4.99,scattered clouds
499,Canakkale,TR,40.0833,26.8333,77.61,51,0,3.47,clear sky
500,Grand-Santi,GF,4.25,-54.3833,72.48,97,53,1.48,very heavy rain
501,Palasa,IN,18.7667,84.4167,77.58,81,100,7.05,overcast clouds
502,North Bend,US,43.4065,-124.2243,96.94,88,1,23.02,mist
503,Hoshangabad,IN,22.75,77.7167,73.8,94,100,10.92,moderate rain
504,Tatawin,TN,32.9297,10.4518,79.97,40,0,5.95,clear sky
505,Najran,SA,17.4924,44.1277,84.85,38,81,5.32,broken clouds
506,Hay River,CA,60.8156,-115.7999,71.56,64,75,8.05,broken clouds
507,Hope,US,33.6671,-93.5916,98.65,33,35,3.11,scattered clouds
508,Kano,NG,12.0001,8.5167,77.14,76,91,5.57,light rain
509,Williams Lake,CA,52.1415,-122.1445,83.77,24,20,3.0,few clouds
510,Namatanai,PG,-3.6667,152.4333,82.33,76,60,3.89,light rain
511,Nizwa,OM,22.9333,57.5333,91.71,38,96,5.08,overcast clouds
512,Eyl,SO,7.9803,49.8164,77.99,69,92,23.55,overcast clouds
513,Ola,RU,59.5833,151.2833,53.64,49,2,13.58,clear sky
514,Kiunga,PG,-6.1219,141.2906,71.1,99,100,0.96,overcast clouds
515,Levelland,US,33.5873,-102.378,92.19,31,43,10.02,scattered clouds
516,Mathbaria,BD,22.2876,89.9593,78.84,91,100,8.01,overcast clouds
517,Ortigueira,BR,-24.2083,-50.9494,38.03,56,25,0.29,scattered clouds
518,Metro,ID,-5.1131,105.3067,71.42,93,4,3.91,clear sky
519,Parung,ID,-6.4214,106.7331,79.56,74,7,4.18,clear sky
520,Svetlogorsk,BY,52.6333,29.7333,63.27,98,24,6.22,few clouds
521,Asau,RO,46.4333,26.4,68.76,88,0,4.07,clear sky
522,Kikwit,CD,-5.041,18.8162,76.14,26,32,2.08,scattered clouds
523,Wah,PK,33.798,72.6957,82.0,76,36,5.23,scattered clouds
524,Horsham,GB,51.064,-0.3272,62.49,69,0,3.44,clear sky
525,Chokwe,MZ,-24.5333,32.9833,60.04,66,0,4.97,clear sky
526,Ovalle,CL,-30.5983,-71.2003,61.02,40,0,2.8,clear sky
527,Cap Malheureux,MU,-19.9842,57.6142,68.49,83,44,10.0,light rain
528,Yeppoon,AU,-23.1333,150.7333,62.38,56,0,13.04,clear sky
529,Ordynskoye,RU,54.3656,81.8994,50.67,94,36,6.08,scattered clouds
530,Port Arthur,CN,38.8,121.2667,79.02,88,39,17.54,light rain
531,Mungwi,ZM,-10.1732,31.3694,52.11,58,0,4.18,clear sky
532,Durango,MX,24.8333,-104.8333,71.74,47,79,15.28,broken clouds
533,Bor,RU,56.3567,44.0669,64.33,96,63,5.68,broken clouds
534,Martapura,ID,-3.4167,114.85,73.49,100,40,2.3,scattered clouds
535,Tucuman,AR,-26.8241,-65.2226,57.2,47,0,4.61,smoke
536,Toyooka,JP,35.5333,134.8333,77.11,77,8,1.05,clear sky
537,Sioux Lookout,CA,50.1001,-91.917,70.18,34,20,10.36,smoke
538,Ochakiv,UA,46.6128,31.5498,73.54,63,55,12.12,broken clouds
539,Qandala,SO,11.472,49.8728,88.84,49,26,27.54,scattered clouds
540,Champerico,GT,14.3,-91.9167,83.35,74,91,1.68,overcast clouds
541,Kysyl-Syr,RU,63.8986,122.7617,64.51,45,57,0.87,broken clouds
542,Mildura,AU,-34.2,142.15,47.07,61,90,11.5,overcast clouds
543,Shubarshi,KZ,48.5872,57.1869,67.55,38,20,7.54,few clouds
544,Sinnamary,GF,5.3833,-52.95,78.67,82,0,5.99,clear sky
545,Greenwood,US,34.1668,-82.1165,95.11,54,1,5.75,clear sky
546,Staritsa,RU,56.5075,34.9354,63.68,86,100,4.47,overcast clouds
547,Gat,IL,31.61,34.7642,80.4,77,0,4.03,clear sky
548,Baglung,NP,28.2719,83.5898,71.04,93,89,0.34,overcast clouds
549,Evensk,RU,61.95,159.2333,47.53,70,100,10.18,light rain
550,Ugoofaaru,MV,5.6667,73.0,82.17,75,29,11.41,scattered clouds
551,Amalapuram,IN,16.5833,82.0167,79.7,75,100,7.87,moderate rain
552,Klaksvik,FO,62.2266,-6.589,52.72,96,99,14.61,overcast clouds
553,Haines Junction,CA,60.7522,-137.5108,66.15,48,18,4.61,few clouds
554,Key West,US,24.5557,-81.7826,93.2,56,20,5.75,few clouds
555,Inuvik,CA,68.3499,-133.7218,70.56,54,75,5.75,broken clouds
556,Bubaque,GW,11.2833,-15.8333,78.22,82,100,10.87,light rain
557,Uvalde,US,29.3669,-99.767,94.32,30,40,16.11,scattered clouds
558,Ardesen,TR,41.1911,40.9875,73.36,73,12,4.65,few clouds
559,Tautira,PF,-17.7333,-149.15,82.42,78,54,3.56,light rain
560,Aranos,NA,-24.1333,19.1167,48.78,36,0,11.34,clear sky
561,Luganville,VU,-15.5333,167.1667,81.03,77,16,2.91,few clouds
562,Shushtar,IR,32.0455,48.8567,95.05,11,0,2.84,clear sky
563,Beloha,MG,-25.1667,45.05,67.68,70,40,8.21,scattered clouds
564,Lethem,GY,3.3803,-59.7968,72.73,94,91,2.89,overcast clouds
565,Kerouane,GN,9.2667,-9.0167,68.36,93,96,2.39,overcast clouds
566,Aguas Vermelhas,BR,-15.7472,-41.46,70.14,54,12,7.23,few clouds
567,Bang Saphan,TH,11.2126,99.5117,78.84,80,99,7.61,light rain
568,Dunedin,NZ,-45.8742,170.5036,45.81,89,88,15.01,overcast clouds
569,Douentza,ML,14.9951,-2.9517,88.56,48,33,9.22,scattered clouds
570,Oranmore,IE,53.2683,-8.92,57.16,88,100,8.72,overcast clouds
571,Yuryevets,RU,57.3201,43.1041,61.52,93,77,8.01,broken clouds
572,Vila,PT,42.0304,-8.1588,58.75,81,0,2.42,clear sky
573,Dhidhdhoo,MV,6.8833,73.1,82.92,72,37,12.97,scattered clouds
574,Vangaindrano,MG,-23.35,47.6,67.06,82,99,2.51,overcast clouds
575,Santo Antonio Do Taua,BR,-1.1519,-48.1294,78.75,98,49,3.56,heavy intensity rain
576,Kabo,CF,7.6994,18.629,70.11,95,69,3.2,light rain
577,Kondinskoye,RU,59.6481,67.41,41.67,93,22,7.72,few clouds
578,Santa Cruz De Tenerife,ES,28.4682,-16.2546,75.72,95,75,7.0,broken clouds
579,Solton,RU,52.8429,86.4787,52.74,76,81,1.68,broken clouds
580,Sao Francisco Do Sul,BR,-26.2433,-48.6381,50.36,81,0,3.44,clear sky
581,Vanimo,PG,-2.6741,141.3028,79.77,88,64,3.98,broken clouds
582,Xam Nua,LA,20.4197,104.0439,68.99,99,100,2.71,overcast clouds
583,Bongandanga,CD,1.5,21.05,73.9,67,49,2.21,scattered clouds
584,Banda Aceh,ID,5.5577,95.3222,81.43,75,100,13.94,heavy intensity rain
585,Iwaki,JP,37.05,140.8833,82.76,86,75,4.81,broken clouds
586,Tall Kayf,TR,37.0833,41.0667,89.38,24,0,8.9,clear sky
587,Anito,PH,12.4497,125.2886,83.17,77,97,8.1,overcast clouds
588,Gobabis,NA,-22.45,18.9667,49.41,34,0,10.58,clear sky
589,Akdepe,TM,42.0551,59.3788,71.69,36,14,8.46,few clouds
590,La Romana,DO,18.4273,-68.9728,88.16,62,20,17.27,few clouds
591,Elbistan,TR,38.2059,37.1983,64.42,61,0,3.85,clear sky
592,Devonport,AU,-41.1667,146.35,52.09,81,30,14.79,scattered clouds
593,Mount Isa,AU,-20.7333,139.5,67.77,40,0,0.0,clear sky
594,Moreno Valley,US,33.9375,-117.2306,103.68,25,1,7.0,clear sky
595,Bolshaya Sosnova,RU,57.6713,54.6029,57.45,98,99,6.51,overcast clouds
596,Cao Bang,VN,22.6667,106.25,76.66,96,85,2.44,overcast clouds
597,Betanzos,ES,43.2804,-8.2147,66.09,82,75,2.3,broken clouds
598,Coos Bay,US,43.3665,-124.2179,99.86,88,1,23.02,mist
599,Perevoz,RU,55.5961,44.5446,61.68,96,42,6.67,scattered clouds
600,Homer,US,59.6425,-151.5483,60.08,70,90,6.91,overcast clouds
601,Nouadhibou,MR,20.931,-17.0347,69.78,88,95,16.11,overcast clouds
602,Huarmey,PE,-10.0681,-78.1522,66.51,80,36,8.84,scattered clouds
603,Ust-Ishim,RU,57.6935,71.1665,45.91,99,78,4.97,broken clouds
604,Xuddur,SO,4.1213,43.8894,68.4,77,79,19.15,broken clouds
605,Pimenta Bueno,BR,-11.6725,-61.1936,70.29,33,5,4.56,clear sky
606,Preobrazheniye,RU,42.9019,133.9064,76.73,76,99,4.76,overcast clouds
607,Tamiahua,MX,21.2667,-97.45,86.5,62,100,12.59,overcast clouds
608,Novyy Urengoy,RU,66.0833,76.6333,52.72,85,95,10.54,overcast clouds
609,Imeni Poliny Osipenko,RU,52.4201,136.4853,59.86,84,86,14.18,overcast clouds
610,Great Falls,US,47.5002,-111.3008,94.39,23,1,8.05,clear sky
611,Qinzhou,CN,21.95,108.6167,82.22,86,100,0.43,overcast clouds
612,Jalu,LY,29.0331,21.5482,81.59,51,0,12.01,clear sky
613,Syracuse,IT,37.0881,15.2792,88.9,45,0,4.72,clear sky
614,Kangaatsiaq,GL,68.3065,-53.4641,45.93,82,84,8.23,broken clouds
615,Jumla,NP,29.2747,82.1838,63.66,96,98,2.01,overcast clouds
616,Santo Antonio Do Ica,BR,-3.1022,-67.9397,77.86,72,74,2.37,broken clouds
617,Wanning,CN,18.8003,110.3967,80.58,85,98,7.65,overcast clouds
618,Muli,MV,2.9167,73.5667,81.63,74,84,8.63,broken clouds
619,Garden City,US,42.3256,-83.331,87.75,61,75,10.36,broken clouds
620,Inhambane,MZ,-23.865,35.3833,65.35,72,0,4.92,clear sky
621,Salta,AR,-24.7859,-65.4117,49.57,50,20,3.0,few clouds
622,Carupano,VE,10.6678,-63.2585,76.28,88,99,8.81,overcast clouds
623,Tazovskiy,RU,67.4667,78.7,50.41,95,11,12.88,light rain
624,Hamilton,US,39.1834,-84.5333,86.99,75,75,1.01,broken clouds
625,Batagay,RU,67.6333,134.6333,60.22,43,41,2.1,scattered clouds
626,Muroto,JP,33.2833,134.15,78.84,75,0,3.29,clear sky
627,Beboto,TD,8.2668,16.939,70.3,96,37,3.44,scattered clouds
628,Ginir,ET,7.1333,40.7,59.05,72,97,10.58,overcast clouds
629,Chifeng,CN,42.2683,118.9636,66.18,98,100,8.01,light rain
630,Nizhniy Odes,RU,63.6445,54.856,44.08,86,98,2.53,overcast clouds
631,Westport,US,41.1415,-73.3579,74.98,92,90,1.01,moderate rain
632,Golyshmanovo,RU,56.3979,68.3728,49.59,85,87,7.45,overcast clouds
633,Batticaloa,LK,7.7102,81.6924,79.52,71,98,8.08,overcast clouds
634,Moroni,KM,-11.7022,43.2551,74.43,75,5,13.24,clear sky
635,Ryotsu,JP,38.0833,138.4333,80.56,81,8,4.85,clear sky
636,Lata,PT,40.1629,-8.3327,62.04,97,2,1.88,clear sky
637,Koutiala,ML,12.3917,-5.4642,74.25,91,100,10.63,overcast clouds
638,Viesca,MX,25.35,-102.8,89.37,31,40,18.41,scattered clouds
639,Santa Cruz,BO,-17.8,-63.1667,63.86,34,75,9.22,broken clouds
640,Terre Haute,US,39.4667,-87.4139,88.45,77,75,1.01,broken clouds
641,Fallon,US,39.4735,-118.7774,97.45,13,75,5.75,broken clouds
642,Ekhabi,RU,53.5102,142.9671,61.68,99,100,1.81,light rain
643,Piacabucu,BR,-10.4056,-36.4344,72.77,87,5,6.53,clear sky
644,Ahuimanu,US,21.4447,-157.8378,87.51,62,40,13.8,scattered clouds
645,Talitsa,RU,56.8804,60.0213,55.94,77,87,6.93,overcast clouds
646,Meadow Lake,US,34.8014,-106.5436,92.68,26,56,18.77,broken clouds
647,Pusad,IN,19.9,77.5833,74.46,81,100,9.78,overcast clouds
648,Faizpur,IN,21.1667,75.85,77.07,81,100,10.51,overcast clouds
649,Palana,RU,59.1167,159.9667,47.91,72,47,11.39,scattered clouds
650,Paraiso,CR,9.8383,-83.8656,75.11,89,58,2.86,broken clouds
651,Matara,LK,5.9485,80.5353,78.64,88,65,11.36,broken clouds
652,Dabat,ET,12.9842,37.765,54.57,96,100,2.95,light rain
653,Panzhihua,CN,26.5851,101.7128,71.49,90,98,0.74,overcast clouds
654,Kolokani,ML,13.5728,-8.0339,75.92,85,89,7.63,overcast clouds
655,Porto Walter,BR,-8.2686,-72.7439,71.51,52,14,5.66,few clouds
656,Meulaboh,ID,4.1363,96.1285,75.25,86,100,4.94,overcast clouds
657,Shitanjing,CN,39.2342,106.3439,76.6,25,0,3.22,clear sky
658,Lagos,NG,6.5833,3.75,79.12,85,32,3.13,scattered clouds
659,Lazaro Cardenas,MX,17.9583,-102.2,85.39,70,92,8.7,overcast clouds
660,Posse,BR,-14.0931,-46.3694,70.63,39,12,3.62,few clouds
661,Maues,BR,-3.3836,-57.7186,83.53,41,55,1.77,broken clouds
662,Yichang,CN,30.7144,111.2847,76.91,87,2,3.4,light rain
663,Gifhorn,DE,52.4833,10.55,61.12,68,75,5.75,broken clouds
664,Obregon,NI,11.9566,-85.9636,91.49,67,56,11.45,broken clouds
665,Warrington,GB,53.3925,-2.5802,59.36,87,0,2.3,clear sky
666,Malmo,SE,55.6059,13.0007,61.47,78,80,25.84,broken clouds
667,Forio,IT,40.7342,13.8646,83.82,88,0,1.99,clear sky
668,Baghdad,IQ,33.3406,44.4009,93.11,27,0,9.22,clear sky
669,Muros,ES,42.7762,-9.0603,63.99,78,9,4.65,clear sky
670,Disna,BY,55.568,28.1971,60.01,91,8,6.46,clear sky
671,Keita,NE,14.7551,5.7749,83.88,62,53,5.66,broken clouds
672,Ormara,PK,25.2088,64.6357,81.72,85,100,11.59,overcast clouds
673,Agropoli,IT,40.3469,14.9966,84.52,41,0,3.56,clear sky
674,Quelimane,MZ,-17.8786,36.8883,64.29,86,68,3.13,broken clouds
675,Alta Floresta,BR,-9.8756,-56.0861,71.44,42,1,4.68,clear sky
676,Katherine,AU,-14.4667,132.2667,66.52,72,4,2.3,clear sky
677,Vanavara,RU,60.34,102.2797,64.63,53,38,6.13,scattered clouds
678,Prince Rupert,CA,54.3161,-130.3201,69.89,76,90,3.44,overcast clouds
679,Okhotsk,RU,59.3833,143.3,60.66,48,97,13.09,overcast clouds
